HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
7322,0.8072,0.7118,0.9298,0.9505,0.9022
7323,0.8062,0.7279,0.9219,0.9595,0.9302
7324,0.7954,0.7311,0.8895,0.9482,1.0000
7325,0.7769,0.7423,0.9005,0.9531,0.9695
7326,0.7405,0.7402,0.9367,0.9576,0.9532
7327,0.7674,0.7404,0.9174,0.9497,0.9301
7328,0.7383,0.6981,0.9053,0.9427,0.9299
7329,0.7217,0.7274,0.8876,0.9265,0.9554
7330,0.7192,0.6628,0.9360,0.9133,0.9646
7331,0.6940,0.7019,0.9145,0.8778,1.0000
7332,0.6804,0.6238,0.8979,0.8244,0.9820
7333,0.6849,0.6806,0.9072,0.8419,0.9636
7334,0.6856,0.6853,0.9095,0.8425,0.8972
7335,0.7373,0.6758,0.9148,0.8855,0.9275
7336,0.6781,0.7205,0.9062,0.8921,0.9135
7337,0.7017,0.7406,0.8937,0.9275,0.8917
7338,0.6853,0.7162,0.8627,0.8976,0.8933
7339,0.6769,0.7647,0.8292,0.8889,0.9412
7340,0.6028,0.7505,0.8552,0.9091,0.9581
7341,0.5996,0.7400,0.8737,0.9649,0.9564
7342,0.6392,0.7419,0.8711,0.9589,0.9269
7343,0.6296,0.7428,0.8909,0.8932,0.9084
7344,0.6294,0.7384,0.8419,0.9064,0.9452
7345,0.6350,0.7591,0.8477,0.8956,0.9109
7346,0.6562,0.7365,0.8699,0.8959,0.8972
7347,0.7213,0.7588,0.9146,0.8964,0.8793
7348,0.7141,0.7142,0.9119,0.9254,0.9423
7349,0.8074,0.7153,0.9223,0.9362,0.9201
7350,0.8697,0.7249,0.8537,0.9273,0.8995
7351,0.8866,0.6964,0.8372,0.9115,0.9083
7352,0.8791,0.6905,0.8460,0.9471,0.9166
7353,0.8508,0.7142,0.8728,0.9436,0.8651
7354,0.8679,0.6829,0.8320,0.8952,0.8492
7355,0.9010,0.7120,0.8387,0.8893,0.9148
7356,0.8601,0.7274,0.8265,0.9380,0.8361
7357,0.8334,0.7180,0.8635,0.9596,0.8233
7358,0.8295,0.6998,0.8796,0.9260,0.8495
7359,0.7973,0.6714,0.8644,0.9001,0.8773
7360,0.8249,0.7366,0.8511,0.9078,0.8723
7361,0.7561,0.7154,0.8440,0.8785,0.9007
7362,0.7551,0.6647,0.8703,0.8953,0.8840
7363,0.7033,0.6330,0.8684,0.8746,0.9164
7364,0.7013,0.6565,0.8667,0.9126,0.8874
7365,0.6765,0.6463,0.8629,0.8910,0.8978
7366,0.6798,0.6102,0.9340,0.8869,0.8759
7367,0.6284,0.5989,0.9138,0.8935,0.8763
7368,0.6643,0.6575,0.8925,0.8781,0.9219
7369,0.6594,0.6973,0.8402,0.8753,0.9358
7370,0.7038,0.6491,0.8461,0.9023,0.9316
7371,0.7012,0.5876,0.8841,0.8699,0.9634
7372,0.7289,0.6652,0.8841,0.8843,0.8754
7373,0.7070,0.6283,0.9222,0.9001,0.8908
7374,0.7321,0.6271,0.9119,0.9036,0.9103
7375,0.7953,0.6432,0.8948,0.9132,0.9549
7376,0.7487,0.6019,0.9456,0.8491,0.9361
7377,0.7649,0.6338,0.8670,0.8506,0.8602
7378,0.7090,0.6034,0.9026,0.8117,0.8587
7379,0.7024,0.6054,0.8902,0.8856,0.8957
7380,0.6403,0.6957,0.8338,0.8760,0.8862
7381,0.6757,0.6859,0.9266,0.8936,0.8664
7382,0.6614,0.6860,0.8960,0.9045,0.8667
7383,0.6949,0.6445,0.8690,0.8815,0.9080
7384,0.7062,0.5757,0.8911,0.8637,0.9313
7385,0.6968,0.6376,0.8870,0.8838,0.8858
7386,0.7234,0.6816,0.8479,0.8884,0.8857
7387,0.7536,0.6979,0.8866,0.8962,0.8518
7388,0.7277,0.6965,0.8715,0.8947,0.8936
7389,0.7582,0.7036,0.9598,0.8375,0.9372
7390,0.7377,0.7544,0.9002,0.7901,0.9284
7391,0.6380,0.7683,0.9482,0.8284,0.9149
7392,0.6590,0.7799,0.9473,0.8816,0.9245
7393,0.6465,0.7663,0.9632,0.9027,0.9662
7394,0.6456,0.7095,0.9775,0.8551,0.9173
7395,0.5904,0.6853,0.9599,0.8160,0.8893
7396,0.6247,0.5787,0.9352,0.8901,0.8600
7397,0.6185,0.5927,0.9417,0.9234,0.8277
7398,0.6192,0.5791,0.9636,0.8806,0.8470
7399,0.6724,0.6720,0.9326,0.9004,0.8363
7400,0.6083,0.6850,0.9466,0.9336,0.8376
7401,0.6410,0.7504,0.9268,0.9581,0.8510
7402,0.6672,0.7067,0.9050,0.9459,0.8479
7403,0.6824,0.7448,0.9300,0.8644,0.9202
7404,0.7232,0.7497,0.9428,0.8340,0.8995
7405,0.7475,0.7724,0.8987,0.8216,0.9109
7406,0.7413,0.7486,0.9105,0.8862,0.8997
7407,0.7070,0.7341,0.8976,0.9089,0.9158
7408,0.6905,0.7455,0.8530,0.9008,0.9132
7409,0.6919,0.7409,0.8966,0.9045,0.8716
7410,0.6159,0.7156,0.9819,0.8867,0.8921
7411,0.6179,0.6665,0.9402,0.9309,0.8553
7412,0.6760,0.7242,0.9399,0.9376,0.8386
7413,0.6683,0.6604,0.9100,0.8853,0.8014
7414,0.7023,0.6820,0.9757,0.9111,0.8470
7415,0.7308,0.6893,0.9158,0.8492,0.8950
7416,0.7644,0.6051,0.8919,0.8234,0.9103
7417,0.7395,0.6335,0.8817,0.8296,0.8919
7418,0.7223,0.6483,0.9084,0.8663,0.9705
7419,0.7276,0.6624,0.9109,0.8383,0.9678
7420,0.6950,0.6883,0.8909,0.8353,0.9299
7421,0.6727,0.6410,0.8718,0.8212,0.9314
7422,0.7121,0.6786,0.8363,0.8459,0.9330
7423,0.6863,0.6576,0.8550,0.8858,0.9635
7424,0.7063,0.6530,0.8570,0.8800,0.9552
7425,0.7182,0.6613,0.8505,0.9022,0.9435
7426,0.7138,0.7128,0.9183,0.8950,0.9581
7427,0.7196,0.7058,0.9003,0.9560,1.0000
7428,0.7380,0.6744,0.9628,0.9147,0.9590
7429,0.7775,0.7229,0.9486,0.8807,0.9425
7430,0.7289,0.6819,0.8994,0.8781,0.9391
7431,0.6900,0.6688,0.9059,0.8997,0.9303
7432,0.6889,0.7200,0.9238,0.8927,0.9196
7433,0.7032,0.7348,0.9009,0.8504,0.9080
7434,0.7119,0.7047,0.9213,0.8353,0.9097
7435,0.7665,0.6694,0.8694,0.8656,0.8855
7436,0.7198,0.6967,0.8606,0.8823,0.8687
7437,0.6603,0.6525,0.8921,0.8604,0.8672
7438,0.6863,0.7075,0.9316,0.8805,0.8785
7439,0.6968,0.7139,0.9188,0.9162,0.9160
7440,0.6929,0.6847,0.9140,0.9039,0.9230
7441,0.7214,0.7074,0.9290,0.9041,0.9591
7442,0.6622,0.7759,0.9307,0.9010,0.8976
7443,0.6129,0.7813,0.9324,0.9501,0.9134
7444,0.5655,0.7551,0.9343,0.9079,0.8773
7445,0.5718,0.7619,0.9202,0.9300,0.8658
7446,0.6410,0.8112,0.9168,0.9791,0.9158
7447,0.6047,0.8273,0.9530,1.0000,0.9010
7448,0.6271,0.7967,0.9215,0.9355,0.8673
7449,0.6535,0.7775,0.9314,0.9653,0.8867
7450,0.7154,0.7781,0.8902,0.9427,0.8649
7451,0.6832,0.7603,0.8820,0.9555,0.8874
7452,0.6569,0.7255,0.8431,0.9540,0.8849
7453,0.7010,0.7561,0.8471,0.9582,0.9293
7454,0.6650,0.7603,0.8118,0.9135,0.9530
7455,0.7131,0.7837,0.8353,0.9318,0.8872
7456,0.7221,0.7256,0.8861,0.9198,0.9001
7457,0.6583,0.7154,0.8676,0.8898,0.9124
7458,0.6894,0.6984,0.9316,0.8781,0.9390
7459,0.7068,0.6816,0.9010,0.8973,0.9413
7460,0.6972,0.6773,0.9028,0.9004,0.9011
7461,0.6770,0.6513,0.9189,0.9251,0.9224
7462,0.7359,0.7098,0.9255,0.9159,0.8840
7463,0.6463,0.6911,0.9206,0.8935,0.8666
7464,0.6078,0.6798,0.8930,0.8808,0.9057
7465,0.6107,0.6863,0.8616,0.8308,0.9160
7466,0.6467,0.7265,0.8361,0.8050,0.9463
7467,0.6584,0.6576,0.8650,0.8769,0.9524
7468,0.6441,0.6854,0.8950,0.8708,0.9386
7469,0.6742,0.6586,0.8957,0.9026,0.9520
7470,0.6220,0.6298,0.9143,0.9532,0.9243
7471,0.6515,0.6224,0.8905,0.8985,0.9017
7472,0.6522,0.6139,0.8988,0.8890,0.8858
7473,0.6852,0.6463,0.8967,0.8640,0.8950
7474,0.7050,0.5803,0.9062,0.8566,0.8958
7475,0.7293,0.5756,0.9606,0.8671,0.9419
7476,0.7024,0.6392,0.9878,0.8373,0.9031
7477,0.6773,0.6938,1.0000,0.8069,0.8736
7478,0.6888,0.6771,0.9675,0.8462,0.8621
7479,0.6427,0.6455,0.9069,0.8644,0.8889
7480,0.7293,0.6354,0.9174,0.8876,0.9097
7481,0.7764,0.6583,0.9233,0.9026,0.8918
7482,0.7075,0.6893,0.9129,0.8789,0.8648
7483,0.7135,0.6934,0.8987,0.8700,0.8904
7484,0.7499,0.7084,0.8538,0.8379,0.8550
7485,0.7257,0.7219,0.8650,0.8207,0.8945
7486,0.6950,0.7184,0.8528,0.8624,0.8475
7487,0.7355,0.7251,0.8531,0.9000,0.8493
7488,0.7727,0.8004,0.8247,0.9019,0.8457
7489,0.7028,0.7578,0.8402,0.8897,0.8877
7490,0.7061,0.6995,0.8548,0.9032,0.8809
7491,0.7007,0.7625,0.8730,0.9165,0.8979
7492,0.6419,0.8094,0.8311,0.8887,0.8733
7493,0.6013,0.8481,0.8571,0.8697,0.8238
7494,0.5925,0.8004,0.8485,0.8833,0.8607
7495,0.6169,0.8032,0.8367,0.8370,0.8727
7496,0.6784,0.7987,0.8986,0.8673,0.8613
7497,0.5905,0.7151,0.9389,0.8566,0.8947
7498,0.6188,0.6963,0.9491,0.8903,0.9349
7499,0.6051,0.6746,0.9280,0.8723,0.9574
7500,0.6439,0.6642,0.9616,0.9200,0.9279
7501,0.6903,0.7000,0.9696,0.9591,0.9881
7502,0.7274,0.6738,0.9701,0.9319,0.9217
7503,0.7181,0.6710,0.9473,0.9169,0.9530
7504,0.7028,0.7010,0.9551,0.8977,0.9374
7505,0.7466,0.6675,0.9455,0.9133,0.9111
7506,0.7252,0.6402,0.8979,0.9486,0.9123
7507,0.7215,0.6332,0.9417,0.9059,0.9466
7508,0.7013,0.6496,0.9263,0.8707,0.8647
7509,0.7122,0.6869,0.8934,0.9006,0.9004
7510,0.6639,0.6945,0.9223,0.9296,0.8825
7511,0.6622,0.6118,0.9208,0.9161,0.8946
7512,0.6736,0.6252,0.8890,0.9628,0.9582
7513,0.7140,0.6437,0.8946,0.9599,0.9150
7514,0.7051,0.6378,0.9543,0.9280,0.9297
7515,0.6222,0.6477,0.9725,0.9178,0.9020
7516,0.6198,0.6222,0.9742,0.9082,0.8440
7517,0.6863,0.6030,0.9568,0.8946,0.9294
7518,0.6945,0.5954,0.8562,0.8995,0.9532
7519,0.6716,0.6068,0.9066,0.8403,0.9234
7520,0.6443,0.6029,0.9487,0.8447,0.9151
7521,0.6691,0.6537,0.8869,0.8663,0.9011
7522,0.6531,0.6824,0.8878,0.8853,0.8777
7523,0.6644,0.7175,0.8636,0.8773,0.8584
7524,0.6468,0.7157,0.9189,0.8979,0.8656
7525,0.6289,0.6908,0.9585,0.9061,0.9126
7526,0.6318,0.6858,0.8671,0.9626,0.8854
7527,0.6429,0.6848,0.9355,0.9739,0.9072
7528,0.6537,0.7095,0.9137,0.9653,0.9153
7529,0.6547,0.6954,0.8554,0.9522,0.9035
7530,0.7014,0.6891,0.8720,0.8984,0.8900
7531,0.6874,0.6760,0.8861,0.9090,0.9059
7532,0.7382,0.7021,0.8751,0.9288,0.9226
7533,0.7243,0.7759,0.9122,0.9085,0.8545
7534,0.6969,0.7877,0.8957,0.8879,0.8566
7535,0.7075,0.7637,0.8605,0.8939,0.8645
7536,0.7307,0.7690,0.9263,0.8574,0.8648
7537,0.6967,0.6896,0.9023,0.8379,0.9622
7538,0.6496,0.6923,0.9198,0.8353,0.9309
7539,0.6940,0.6868,0.9126,0.7612,0.9504
7540,0.7400,0.6892,0.9276,0.8243,0.9264
7541,0.7490,0.7191,0.9068,0.8208,0.9363
7542,0.7133,0.6830,0.9225,0.8267,0.9389
7543,0.7053,0.7298,0.9192,0.8243,0.9236
7544,0.6642,0.7474,0.9411,0.8016,0.9729
7545,0.7065,0.7630,0.9488,0.8363,0.9602
7546,0.7123,0.7493,0.8913,0.8194,0.9333
7547,0.7245,0.7306,0.8879,0.7992,0.9079
7548,0.7234,0.7208,0.8734,0.8464,0.9166
7549,0.7183,0.7085,0.9417,0.8564,0.9431
7550,0.7212,0.7074,0.9976,0.8216,0.9772
7551,0.7165,0.7179,0.9561,0.8130,0.9235
7552,0.7517,0.7565,0.9435,0.8303,0.9043
7553,0.6935,0.7243,0.9231,0.8427,0.8926
7554,0.6660,0.7242,0.9217,0.8774,0.8754
7555,0.6615,0.6775,0.9176,0.8510,0.9158
7556,0.6639,0.6936,0.9323,0.8774,0.8968
7557,0.7053,0.6397,0.9353,0.8517,0.8818
7558,0.6587,0.6233,0.9658,0.8536,0.8878
7559,0.6859,0.6293,0.9878,0.8746,0.8359
7560,0.6844,0.5921,0.9282,0.9138,0.8414
7561,0.7163,0.5904,0.9347,0.8803,0.9026
7562,0.7258,0.6400,0.9172,0.8827,0.9508
7563,0.7158,0.5791,0.8950,0.8976,0.9626
7564,0.6792,0.6114,0.9332,0.8838,0.9373
7565,0.6952,0.6588,0.9363,0.8405,0.8865
7566,0.6831,0.7318,0.9002,0.8463,0.9504
7567,0.6833,0.6928,0.8723,0.8651,1.0000
7568,0.7131,0.6949,0.9072,0.8619,0.8871
7569,0.7594,0.7399,0.8967,0.8378,0.9198
7570,0.6918,0.7022,0.9238,0.8764,0.9109
7571,0.7199,0.7122,0.9046,0.8571,0.9771
7572,0.7587,0.7474,0.9400,0.8584,0.9597
7573,0.7402,0.7771,0.9459,0.8693,0.9279
7574,0.6928,0.7576,0.9463,0.8701,0.9306
7575,0.7064,0.7395,0.9401,0.8813,0.8968
7576,0.6989,0.7173,0.8925,0.8927,0.8352
7577,0.8162,0.7121,0.8681,0.8999,0.8499
7578,0.8015,0.7680,0.8899,0.8695,0.8177
7579,0.7628,0.7656,0.9036,0.8786,0.8411
7580,0.6999,0.6868,0.8747,0.8093,0.8064
7581,0.6675,0.6801,0.8818,0.8069,0.8510
7582,0.7042,0.7583,0.9010,0.8584,0.8344
7583,0.6455,0.7561,0.8950,0.8484,0.8552
7584,0.6010,0.7293,0.9007,0.8633,0.8264
7585,0.6562,0.6543,0.8721,0.8138,0.8047
7586,0.6534,0.7087,0.8679,0.8286,0.8126
7587,0.6549,0.7938,0.8821,0.8179,0.8485
7588,0.6842,0.8043,0.8893,0.8294,0.8249
7589,0.6797,0.7811,0.8578,0.8254,0.8772
7590,0.6311,0.7403,0.8388,0.7942,0.8660
7591,0.6244,0.7295,0.8296,0.7731,0.8852
7592,0.6568,0.7133,0.8455,0.8290,0.8908
7593,0.6686,0.7388,0.8681,0.8668,0.9060
7594,0.7256,0.7535,0.8816,0.8434,0.8741
7595,0.7336,0.7516,0.8798,0.8475,0.8641
7596,0.6974,0.7539,0.8651,0.8581,0.8593
7597,0.7449,0.7134,0.8470,0.9005,0.8581
7598,0.7840,0.7662,0.8794,0.9177,0.8447
7599,0.7419,0.7203,0.9099,0.8907,0.8220
7600,0.7513,0.6957,0.9436,0.8823,0.9041
7601,0.7621,0.7240,0.9333,0.8761,0.9088
7602,0.7597,0.7072,0.9408,0.9442,0.8928
7603,0.7005,0.7076,0.9614,0.8683,0.8780
7604,0.8000,0.7020,0.8621,0.8876,0.9421
7605,0.7635,0.7218,0.8857,0.8884,0.9550
7606,0.7614,0.6821,0.8925,0.9100,0.9247
7607,0.7784,0.7077,0.8982,0.8622,0.9205
7608,0.7472,0.6632,0.8804,0.8717,0.9193
7609,0.7780,0.7428,0.9006,0.9004,0.9122
7610,0.7607,0.7098,0.9007,0.8894,0.9069
7611,0.7260,0.7028,0.9118,0.8902,0.9310
7612,0.6726,0.6617,0.9171,0.8896,0.9449
7613,0.6661,0.6448,0.9123,0.8576,0.9692
7614,0.6858,0.5930,0.9557,0.8670,0.9582
7615,0.6784,0.5911,0.9084,0.8891,0.9126
7616,0.7050,0.6007,0.8672,0.9148,0.9465
7617,0.7591,0.6637,0.8558,0.9314,0.9025
7618,0.7358,0.7122,0.8762,0.9512,0.9472
7619,0.7660,0.7268,0.9045,0.9128,0.8957
7620,0.7573,0.6678,0.8691,0.9616,0.8680
7621,0.7548,0.6764,0.9054,0.9988,0.8123
7622,0.7430,0.7001,0.8845,0.9352,0.8694
7623,0.7466,0.6622,0.8897,0.9146,0.9005
7624,0.7090,0.6338,0.9421,0.9006,0.8798
7625,0.6827,0.6470,0.9154,0.8890,0.8823
7626,0.6665,0.7015,0.9235,0.8719,0.8631
7627,0.6156,0.7264,0.9019,0.8858,0.8636
7628,0.5940,0.6748,0.9171,0.8451,0.9232
7629,0.6145,0.6941,0.9444,0.8703,0.9188
7630,0.6143,0.7174,0.9628,0.8677,0.8797
7631,0.6318,0.7053,0.9707,0.8930,0.8691
7632,0.6679,0.6824,1.0000,0.9269,0.8444
7633,0.6833,0.6752,0.9912,0.8795,0.8604
7634,0.6833,0.7233,0.9875,0.8734,0.8273
7635,0.6255,0.7152,0.9963,0.8910,0.8674
7636,0.6437,0.7414,0.9514,0.8592,0.8443
7637,0.6337,0.7281,0.9188,0.8574,0.8414
7638,0.6715,0.7447,0.8805,0.8806,0.9589
7639,0.6512,0.8142,0.8785,0.9431,0.9325
7640,0.6239,0.7274,0.9007,0.9403,0.9615
7641,0.6882,0.7065,0.9048,0.9506,0.9102
7642,0.6307,0.7274,0.9372,0.9308,0.9281
7643,0.7024,0.6753,0.9430,0.8927,0.9202
7644,0.7054,0.7052,0.8495,0.8379,0.8955
7645,0.6930,0.7428,0.8564,0.8781,0.8948
7646,0.6801,0.6784,0.9224,0.8760,0.9257
7647,0.7139,0.7248,0.8395,0.8658,0.9530
7648,0.7180,0.6895,0.8258,0.8483,0.8911
7649,0.7198,0.7461,0.8301,0.8485,0.8487
7650,0.7132,0.7393,0.8687,0.9007,0.8728
7651,0.6949,0.7507,0.9295,0.9289,0.8701
7652,0.7377,0.6998,0.9565,0.9131,0.8597
7653,0.7135,0.6643,0.9277,0.9472,0.8680
7654,0.6677,0.6270,0.9072,0.9172,0.8555
7655,0.6851,0.6346,0.8796,0.9379,0.8520
7656,0.6407,0.6419,0.9069,0.9539,0.8634
7657,0.7030,0.7013,0.8817,0.9174,0.8800
7658,0.7161,0.6822,0.8633,0.8404,0.9238
7659,0.6419,0.6734,0.9060,0.8416,0.8836
7660,0.6675,0.6901,0.9405,0.8700,0.8940
7661,0.6623,0.7195,0.9278,0.8885,0.8875
7662,0.7132,0.7048,0.9368,0.8381,0.8805
7663,0.7056,0.7434,0.9158,0.8632,0.8740
7664,0.7004,0.7180,0.8711,0.8370,0.8990
7665,0.6870,0.6888,0.8393,0.8817,0.8480
7666,0.6800,0.7122,0.8596,0.8814,0.8758
7667,0.6150,0.6371,0.8628,0.9233,0.8915
7668,0.6149,0.6692,0.8790,0.9120,0.8861
7669,0.6004,0.6907,0.8917,0.9074,0.8837
7670,0.6085,0.7087,0.8794,0.8622,0.8667
7671,0.6653,0.7105,0.8592,0.8777,0.8476
7672,0.7269,0.7539,0.9049,0.9199,0.8561
7673,0.7279,0.7624,0.9211,0.9697,0.8725
7674,0.7016,0.7756,0.8953,0.9766,0.8821
7675,0.6541,0.8103,0.8866,0.9458,0.9201
7676,0.6479,0.7905,0.8591,0.9016,0.9115
7677,0.6179,0.8132,0.9155,0.8833,0.9030
7678,0.6287,0.7692,0.9719,0.8982,0.9260
7679,0.6425,0.7865,0.9964,0.8598,0.9311
7680,0.6615,0.7784,0.9088,0.8913,0.8516
7681,0.6735,0.7528,0.8726,0.9072,0.8564
7682,0.6151,0.7700,0.9024,0.8629,0.8651
7683,0.6020,0.7208,0.9469,0.8879,0.8781
7684,0.5924,0.6837,0.9072,0.9126,0.8795
7685,0.6014,0.6753,0.8950,0.9461,0.8447
7686,0.6267,0.6762,0.8722,0.9303,0.9121
7687,0.6174,0.6803,0.8358,0.9019,0.8944
7688,0.7411,0.7199,0.8368,0.8783,0.9313
7689,0.7729,0.7037,0.8426,0.8858,0.8826
7690,0.7221,0.7435,0.8980,0.8367,0.9486
7691,0.7615,0.7488,0.9095,0.8691,0.9752
7692,0.8033,0.7351,0.9023,0.8842,0.9133
7693,0.7387,0.6956,0.9417,0.8482,0.8875
7694,0.6906,0.6384,0.9556,0.8934,0.9217
7695,0.6968,0.6561,0.9282,0.9104,0.9212
7696,0.7329,0.6038,0.9419,0.8919,0.9288
7697,0.7365,0.6785,0.8680,0.8393,0.8885
7698,0.6709,0.7194,0.9139,0.8885,0.8805
7699,0.6509,0.7004,0.9181,0.8259,0.9236
7700,0.6422,0.6676,0.9035,0.8458,0.9071
7701,0.6831,0.6334,0.8945,0.8766,0.9031
7702,0.6395,0.6298,0.8465,0.9131,0.9358
7703,0.6109,0.6365,0.8511,0.9201,0.9402
7704,0.6327,0.5910,0.8905,0.9023,0.9429
7705,0.6475,0.5968,0.8899,0.9811,0.9399
7706,0.6893,0.6066,0.9087,0.9819,0.9136
7707,0.6709,0.6592,0.9017,0.9575,0.9035
7708,0.7134,0.6772,0.9286,0.9101,0.8931
7709,0.7408,0.6635,0.8670,0.9590,0.8831
7710,0.7283,0.6531,0.8212,0.9156,0.8824
7711,0.7041,0.6252,0.8435,0.8840,0.9005
7712,0.7594,0.6766,0.8730,0.8951,0.9507
7713,0.7618,0.6808,0.8773,0.8621,1.0000
7714,0.7384,0.6827,0.9002,0.9187,0.9498
7715,0.6976,0.6651,0.9087,0.8755,0.9513
7716,0.7415,0.6368,0.8331,0.9053,0.9268
7717,0.7108,0.6694,0.8623,0.8691,0.8723
7718,0.6904,0.7098,0.7999,0.8653,0.8637
7719,0.6674,0.6856,0.8081,0.9467,0.8489
7720,0.6621,0.6358,0.8429,0.9766,0.8684
7721,0.6838,0.6591,0.8588,0.9199,0.8791
7722,0.6703,0.6200,0.8367,0.8917,0.9288
7723,0.6736,0.6687,0.8513,0.9219,0.9209
7724,0.6560,0.6421,0.8199,0.8998,0.9341
7725,0.6820,0.6841,0.8277,0.8414,0.8584
7726,0.6827,0.6798,0.8843,0.8771,0.8731
7727,0.6455,0.7209,0.9152,0.8740,0.8705
7728,0.6534,0.6759,0.9330,0.9003,0.8484
7729,0.6715,0.6261,0.8738,0.9346,0.9091
7730,0.6641,0.6461,0.8897,0.9552,0.9053
7731,0.6028,0.6984,0.8783,0.9645,0.8938
7732,0.6661,0.7153,0.9196,0.9469,0.8551
7733,0.6401,0.7079,0.9080,0.9466,0.8322
7734,0.6740,0.7188,0.9802,0.9359,0.9220
7735,0.6671,0.6624,0.9863,0.9264,0.8790
7736,0.6712,0.6855,0.9720,0.9111,0.9056
7737,0.6710,0.6894,0.9706,0.8895,0.8866
7738,0.7109,0.6743,0.9437,0.8980,0.9123
7739,0.7162,0.6274,0.9225,0.9184,0.8888
7740,0.7175,0.6647,0.9017,0.8736,0.9049
7741,0.6730,0.6469,0.8533,0.8436,0.8841
7742,0.7289,0.6274,0.8591,0.8573,0.8428
7743,0.6718,0.7099,0.8945,0.8687,0.8987
7744,0.7214,0.7167,0.8839,0.8548,0.8443
7745,0.6558,0.6806,0.8812,0.9217,0.8266
7746,0.7260,0.7170,0.8957,0.9275,0.8903
7747,0.7340,0.7116,0.9565,0.8660,0.8896
7748,0.7093,0.7477,0.9474,0.8572,0.8877
7749,0.6611,0.6865,0.9505,0.8617,0.9200
7750,0.6692,0.6985,0.9328,0.9016,0.9664
7751,0.6913,0.6810,0.8612,0.8930,0.9384
7752,0.6952,0.6806,0.9180,0.8649,0.9475
7753,0.6827,0.7363,0.9453,0.8678,0.9511
7754,0.6623,0.7442,0.9450,0.9007,0.9246
7755,0.7100,0.6688,0.9408,0.9135,0.9076
7756,0.6972,0.6922,0.9242,0.9170,0.9111
7757,0.7101,0.6461,0.9475,0.9088,0.9209
7758,0.7261,0.6375,0.8930,0.8862,0.9171
7759,0.6789,0.6336,0.9099,0.8766,0.9069
7760,0.6802,0.6561,0.9152,0.8270,0.8914
7761,0.7284,0.6677,0.9272,0.8710,0.8609
7762,0.7318,0.6582,0.9241,0.8785,0.8257
7763,0.7396,0.6604,0.9435,0.8705,0.8299
7764,0.7166,0.7245,0.9501,0.8690,0.8699
7765,0.7492,0.7186,0.9500,0.8843,0.8218
7766,0.8033,0.6539,0.9745,0.8190,0.8173
7767,0.7545,0.6219,0.9443,0.8244,0.8323
7768,0.7686,0.6058,0.9530,0.8632,0.8663
7769,0.7075,0.6978,0.9224,0.8099,0.9012
7770,0.7261,0.6653,0.9026,0.8200,0.9265
7771,0.7350,0.6421,0.9248,0.8280,0.9542
7772,0.6891,0.6612,0.9192,0.8673,0.9155
7773,0.7223,0.7197,0.9425,0.8487,0.9059
7774,0.6842,0.7039,0.9362,0.8028,0.8664
7775,0.7521,0.6803,0.9384,0.8001,0.8641
7776,0.7453,0.7301,0.9072,0.8043,0.8567
7777,0.7301,0.7256,0.9060,0.8670,0.8454
7778,0.7012,0.7271,0.9141,0.9177,0.8372
7779,0.7212,0.7500,0.9137,0.9027,0.8891
7780,0.7278,0.7430,0.9508,0.9529,0.8693
7781,0.7264,0.7575,0.9435,0.9289,0.9011
7782,0.6955,0.7297,0.9604,0.9484,0.9160
7783,0.6876,0.7025,0.9257,1.0000,0.8941
7784,0.6658,0.7126,0.8986,1.0000,0.8596
7785,0.6162,0.7415,0.9066,0.9973,0.8669
7786,0.6302,0.7227,0.9024,0.9626,0.9050
7787,0.6086,0.6978,0.8931,0.9362,0.8963
7788,0.6962,0.7553,0.9614,0.8929,0.8992
7789,0.7596,0.7637,0.9691,0.8767,0.8928
7790,0.7581,0.7549,0.9405,0.8419,0.9216
7791,0.6842,0.6963,0.9212,0.8327,0.9391
7792,0.7030,0.7137,0.8609,0.8149,0.8751
7793,0.6950,0.6707,0.8628,0.8374,0.8750
7794,0.7333,0.7062,0.8454,0.8372,0.9244
7795,0.7599,0.7558,0.8588,0.8862,0.9668
7796,0.7213,0.7854,0.8552,0.8733,0.9014
7797,0.7044,0.8107,0.8617,0.9564,0.9083
7798,0.6888,0.7606,0.8749,0.9453,0.9218
7799,0.6774,0.7776,0.8660,0.9511,0.9157
7800,0.6296,0.7478,0.8748,0.9559,0.9144
7801,0.6580,0.7749,0.9175,0.9641,0.8632
7802,0.6701,0.7665,0.9409,0.9568,0.9088
7803,0.6658,0.7436,0.9317,0.9751,0.9139
7804,0.6826,0.7240,0.9649,0.9255,0.9000
7805,0.6973,0.7341,0.9654,0.9305,0.8989
7806,0.7368,0.7084,0.9174,0.8890,0.8882
7807,0.7585,0.6537,0.9351,0.8904,0.8498
7808,0.7799,0.7002,0.9300,0.8984,0.8783
7809,0.7322,0.6891,0.9528,0.8928,0.8712
7810,0.6877,0.7397,0.8829,0.8663,0.8778
7811,0.7221,0.7652,0.9883,0.9312,0.8612
7812,0.7741,0.7619,0.9348,0.8858,0.8274
7813,0.7859,0.7994,0.9339,0.9350,0.8957
7814,0.7778,0.7621,0.8846,0.9211,0.9102
7815,0.7608,0.7771,0.8689,0.9047,0.9536
7816,0.8426,0.7646,0.9001,0.8807,0.9061
7817,0.8387,0.6890,0.8888,0.8701,0.8747
