HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
7632,6.7988,-0.0848,8.0091,-0.1626,17.2458,0.4627,12.4218,0.0443,1.5730,0.1553,2.9514,-0.0983
7633,8.5811,-0.0883,8.9735,-0.0835,10.4338,0.1158,3.0000,-0.0188,2.1156,0.0745,1.9275,0.5589
7634,10.3374,-0.1155,10.5023,0.3195,11.6690,-0.0281,6.3663,-0.1167,2.9817,-0.3482,0.5000,-0.0680
7635,11.9529,-0.2774,12.6141,-0.0221,14.3770,0.2695,10.6250,-0.0136,1.7376,-0.2254,1.9439,0.0815
7636,4.1636,0.1976,4.5031,0.2223,3.9827,-0.3624,3.0000,-0.3520,1.7893,-0.1773,0.5000,-0.3919
7637,8.3794,-0.3668,5.5532,-0.0309,3.1988,-0.0863,3.8561,-0.3019,0.6494,-0.0680,1.2100,0.1699
7638,8.6661,0.1565,6.2898,0.1711,3.0000,-0.0394,8.2771,-0.0101,1.9438,0.0164,0.5000,-0.1781
7639,5.5012,0.2074,8.4342,0.5962,7.4409,-0.0562,17.5248,-0.0016,1.2910,-0.0579,1.5202,0.1856
7640,5.0375,-0.0717,6.7675,-0.4609,8.0214,0.2917,7.0625,0.0980,2.0923,-0.1380,1.4897,0.3525
7641,6.8356,0.6338,3.4621,-0.1111,6.4811,-0.0405,9.0440,0.0521,0.8911,0.2077,1.4337,-0.1771
7642,12.5353,0.0023,10.3271,0.1677,13.7385,0.2598,7.6608,-0.2722,3.2497,-0.0037,0.5385,-0.1435
7643,7.1093,-0.0732,9.0902,-0.3450,11.0340,0.2715,3.9066,0.1616,1.9098,-0.0131,1.3966,0.1989
7644,10.3313,-0.0617,7.1174,0.1830,3.0000,0.2315,3.0000,-0.1101,4.3218,-0.0823,1.9256,0.1506
7645,13.6484,0.2715,11.5282,0.2905,9.6142,-0.0104,14.5451,0.3659,1.3871,0.1329,3.7667,0.0247
7646,14.8923,-0.0663,8.0200,-0.4119,18.3486,0.0695,8.4258,0.1818,2.9191,-0.2499,0.9284,-0.2268
7647,9.2556,0.1588,8.6998,0.3121,3.0000,-0.1466,6.0962,0.2791,2.3860,0.3132,1.7052,-0.0522
7648,5.3029,-0.3380,9.3999,-0.2230,7.5881,0.2262,8.2226,0.0967,3.4032,0.1502,2.1266,0.2008
7649,12.2009,0.0366,11.6878,0.4067,7.1816,-0.3987,7.5583,0.6003,1.7196,-0.0950,3.8926,0.1925
7650,9.9652,0.2467,8.9179,0.0262,12.7609,0.0493,15.7867,-0.0927,3.8426,0.0599,2.4772,0.1595
7651,8.2683,-0.0102,11.6910,0.1506,20.4095,-0.4146,16.4736,0.1602,2.9992,-0.1347,4.5695,0.0636
7652,11.5805,-0.1891,11.0535,-0.2972,15.6155,0.2378,8.7157,0.2101,3.9769,0.1448,1.4827,-0.5163
7653,14.9724,-0.0713,11.8230,-0.2668,7.8170,0.2160,15.9150,-0.3818,4.0457,0.0711,4.5277,0.1929
7654,10.0501,-0.3561,12.4477,-0.3390,7.8656,0.3303,7.2412,0.0610,3.5180,0.0160,2.2127,0.1020
7655,4.6189,0.2281,11.8820,-0.0644,5.8711,-0.0073,14.0957,0.2906,2.5675,-0.3456,2.9682,-0.0628
7656,12.3644,0.3051,8.7099,-0.0543,11.3532,0.1784,12.1776,0.2484,2.1171,0.2914,0.9968,-0.0726
7657,9.1272,-0.0317,9.6960,0.3484,5.7173,-0.1067,6.0624,0.2307,2.7225,-0.3197,2.2105,-0.1978
7658,8.1433,0.3783,3.6495,-0.1407,3.0000,-0.4025,3.0000,0.1640,2.9793,0.0039,1.1713,-0.1446
7659,8.1239,0.1853,10.1973,-0.0958,12.8765,0.0298,5.4932,0.0349,2.5118,-0.1220,3.7287,0.0717
7660,7.9558,0.0046,2.0000,0.0812,11.4514,0.1335,7.8392,0.2498,0.8366,0.3634,3.5226,0.3189
7661,10.1910,0.3363,10.3937,0.2034,8.0809,0.1259,9.7999,-0.1312,0.8450,0.1634,2.8506,0.0489
7662,9.7421,0.1782,5.0202,-0.0774,9.6585,0.0326,3.0000,0.3356,1.5939,-0.1764,2.3382,-0.0492
7663,7.2987,0.2972,11.2027,0.2972,4.9104,0.4536,7.5795,0.1528,3.1179,-0.5861,2.7008,-0.0408
7664,5.8160,0.3480,9.4639,-0.1179,3.0000,0.0417,3.0000,0.5008,0.9705,-0.5579,0.5000,-0.1383
7665,9.1611,-0.0598,9.3233,-0.1888,3.0000,0.1677,12.9516,0.2458,3.7987,-0.2088,3.5969,0.0464
7666,11.1178,0.1723,8.8772,0.1565,9.4721,-0.0516,8.1346,-0.0532,2.4984,-0.0458,2.9426,-0.2580
7667,5.6248,-0.4830,11.6054,-0.5430,6.5549,0.0883,13.4569,-0.0785,1.3220,0.1403,2.1967,0.0007
7668,5.3620,-0.2905,6.2069,0.1362,9.7893,0.1701,8.1797,0.0665,1.6258,0.5752,2.4958,-0.1803
7669,13.4016,0.1262,11.1917,0.1095,10.9411,-0.0978,9.6776,0.2753,1.0378,-0.2164,3.3181,0.0903
7670,14.7589,0.0908,11.6083,0.1194,7.8713,-0.2428,3.2826,0.2164,3.4708,0.4261,3.0641,0.4289
7671,10.6298,-0.2375,10.6624,0.0280,7.0335,0.2250,12.1245,-0.0377,1.6642,-0.0786,2.9101,0.1127
7672,10.3935,-0.0946,8.3613,0.3432,14.1233,-0.0167,14.4086,-0.5378,2.5048,-0.0734,2.3325,0.0635
7673,11.5291,0.0891,14.7607,0.1538,14.1039,-0.0304,20.3730,-0.3430,2.6418,-0.1501,2.8406,-0.3519
7674,3.3415,-0.0011,6.9635,0.2026,7.2884,0.3653,14.8760,0.1305,0.5000,-0.0495,3.1234,0.2245
7675,9.9391,-0.0571,4.4730,0.3863,8.1463,-0.0046,8.3336,0.0897,2.5292,-0.2098,1.6798,0.2310
7676,13.5494,-0.3526,8.8621,0.0351,4.5403,-0.0099,4.5659,-0.1561,1.5034,-0.1599,3.2669,-0.2906
7677,5.7125,0.0876,8.7532,0.3210,16.8017,-0.1348,6.7949,-0.0125,3.0724,0.3004,1.8942,-0.1133
7678,2.5353,-0.0474,6.4433,-0.1413,14.6678,0.0080,7.2668,0.2110,4.0933,-0.4803,1.2523,0.0663
7679,5.9272,0.5432,6.4083,0.2451,15.1117,-0.0978,3.0000,-0.2392,2.0662,-0.3920,1.6742,0.2147
7680,6.1756,0.3512,7.6172,0.0836,3.0000,0.2556,10.5086,-0.1575,1.2853,-0.2471,2.3603,0.1985
7681,10.2930,0.0336,3.9645,-0.0616,3.1603,0.2319,10.4675,-0.5304,2.7449,0.3174,0.9733,0.4161
7682,10.9380,-0.4852,13.8455,0.2172,9.9108,0.2185,3.0000,-0.5165,2.4224,-0.1729,1.5040,-0.0637
7683,11.0709,0.6062,3.9385,-0.2525,13.6915,0.0313,9.0609,-0.1481,1.2030,0.0350,2.0261,0.2353
7684,10.3083,0.2042,9.9020,-0.2436,4.3710,0.0477,11.7668,0.3128,1.7176,0.0924,4.0600,0.1450
7685,3.1100,-0.1376,7.6057,-0.0899,6.2897,0.1836,13.5438,-0.1513,2.6152,0.1463,0.8839,0.2141
7686,3.0786,0.2215,7.8773,-0.0348,4.0986,-0.0717,7.4161,-0.3690,1.4428,-0.2878,0.8090,0.1141
7687,9.1638,0.1989,5.1184,-0.0087,3.0000,0.2375,3.6683,0.1269,2.1801,-0.1559,0.5000,-0.0105
7688,3.2198,-0.1639,10.3894,0.2641,5.3039,-0.3325,4.4201,-0.0584,3.5211,0.0271,3.7676,0.0497
7689,9.3736,-0.2327,6.6846,-0.0882,5.7404,-0.2509,7.8052,0.1997,2.3195,0.3112,1.0056,0.3004
7690,8.9291,0.1855,7.4734,0.3046,14.1549,0.0384,3.0000,-0.1997,2.4416,0.1292,0.9015,-0.1421
7691,7.5476,0.2689,5.8365,0.1123,10.9753,0.0814,11.5123,0.4039,3.6491,0.3092,0.7113,-0.0230
7692,2.0000,0.0803,12.8694,-0.0211,8.0674,0.3535,9.7431,-0.1848,0.9857,-0.1878,2.8718,0.0606
7693,11.1036,0.0640,9.6985,-0.2378,17.9656,0.2988,4.6144,-0.0915,0.7860,0.2336,4.5391,0.3183
7694,11.1035,0.3385,7.7356,-0.4369,14.2571,0.5781,15.0021,0.3449,1.7548,0.0239,4.2646,-0.0254
7695,8.7208,-0.0375,10.4262,0.0305,9.2849,-0.1921,13.6738,-0.1738,2.1932,0.3289,4.8548,-0.1617
7696,7.8899,-0.7222,17.4136,-0.4652,15.8890,-0.0854,9.5958,0.2343,2.6884,-0.0641,3.8052,-0.2711
7697,11.7778,0.1336,5.9506,0.3996,3.0000,0.2244,3.0000,-0.3720,1.3874,0.0097,2.5982,0.0842
7698,4.6583,0.2882,13.4733,0.2707,15.1903,-0.1609,14.4192,-0.4533,1.6058,0.2755,2.6145,-0.0058
7699,12.1051,0.1188,15.0949,-0.1102,12.3509,0.0528,3.0000,0.2579,4.6101,-0.4219,1.3671,0.1037
7700,13.4869,-0.3197,9.9748,-0.2453,9.5290,-0.1422,10.8900,0.1326,3.0637,-0.5037,2.7520,0.3039
7701,4.1581,-0.1604,3.0354,-0.3104,9.4070,-0.2873,13.2230,-0.2349,2.6225,-0.4632,1.4137,-0.1477
7702,6.5873,-0.0348,7.2195,-0.1376,3.0000,-0.2933,12.8401,0.4286,2.4616,-0.1122,2.6983,-0.0064
7703,7.9783,-0.3306,6.9838,-0.0671,6.5213,-0.6055,9.8325,-0.2772,2.4530,0.1132,2.0410,-0.1082
7704,8.9157,-0.1441,3.8058,-0.4471,13.3282,0.1318,7.3795,-0.3355,1.5899,0.0817,0.5000,0.0750
7705,4.6568,0.3487,2.0000,-0.1378,6.5516,0.0030,19.0388,0.2595,1.0089,-0.1525,2.6330,-0.1467
7706,3.3198,-0.2486,10.7616,-0.0986,9.5047,0.0027,10.7184,-0.3800,2.4228,0.3612,3.6861,0.1513
7707,7.1154,-0.0742,10.1959,0.2386,7.9543,-0.5251,8.5067,-0.2114,1.1292,-0.1566,1.6077,0.2730
7708,9.0594,0.1792,3.6402,0.0673,10.9402,0.0741,3.0000,0.3054,1.0035,0.3250,1.4495,0.0068
7709,8.2771,-0.4024,7.1653,-0.1411,3.0000,0.1836,13.7186,-0.2595,0.7766,0.2051,1.9795,0.1658
7710,8.2506,0.3390,2.2097,-0.1387,3.0000,-0.1381,3.0000,-0.1272,2.7636,-0.1123,2.1822,0.5476
7711,11.3120,-0.1544,3.2940,-0.2872,7.3825,0.2319,3.2836,0.4390,1.8631,0.3145,0.9504,-0.2605
7712,3.4048,-0.2633,4.7592,0.2607,8.0217,-0.2712,7.0237,-0.0440,1.5915,-0.6249,1.8160,-0.2124
7713,6.5369,0.3469,5.1820,-0.0077,7.0507,0.1028,3.0000,0.2246,1.3456,-0.2966,0.8322,-0.2720
7714,7.9124,0.2179,7.4234,-0.0178,11.1809,-0.5337,15.7804,-0.4204,3.4053,0.1148,3.1326,0.1551
7715,2.0000,-0.2562,9.2904,-0.1609,11.4797,-0.0600,3.9925,0.5151,1.1248,0.2608,1.6095,-0.3388
7716,10.1646,-0.0954,7.0632,-0.2700,3.0000,0.0626,13.6583,-0.3034,3.0080,-0.6539,1.5681,0.2367
7717,8.7273,0.0709,10.5093,0.1389,10.6823,-0.1184,3.6088,-0.5700,1.5537,-0.2927,3.3518,-0.0361
7718,7.1362,-0.0817,13.4634,0.2520,3.0000,-0.0541,9.3090,0.0141,2.9477,0.1497,2.8488,-0.0659
7719,12.2880,0.3211,5.1384,-0.1648,6.9276,0.3475,21.7967,-0.1398,3.3352,-0.2548,1.7293,0.1963
7720,11.5450,0.2158,14.5600,-0.3974,10.8579,-0.2459,16.3736,0.4017,1.5127,0.0370,2.1826,0.2261
7721,11.1680,-0.7506,8.7446,0.0678,10.5472,-0.4922,4.9451,0.3509,3.2877,-0.1455,2.1425,0.0610
7722,5.9974,-0.2066,11.0435,-0.3615,6.4591,0.1766,8.3679,-0.0709,3.0467,0.1761,3.6598,-0.0343
7723,7.0993,-0.1350,9.5283,0.2319,10.1181,-0.3735,15.2379,0.0866,1.7614,0.1770,2.9522,-0.0996
7724,10.5764,-0.1176,10.8045,-0.2517,3.0000,-0.0862,7.6576,-0.1720,3.5255,-0.0562,3.1683,0.0162
7725,8.9602,0.1115,11.2908,0.2182,8.9236,-0.2619,3.0000,0.1693,2.0614,-0.3280,2.9884,0.4616
7726,7.2143,0.2837,9.2862,-0.0588,13.3977,0.1060,10.7804,0.2149,0.8408,-0.1619,1.6481,0.2336
7727,4.3233,-0.1601,2.2807,0.2745,11.5247,0.2414,6.0339,-0.4340,3.4272,0.1682,2.3774,-0.0931
7728,7.5655,-0.2817,13.0124,-0.3025,9.9552,-0.2472,9.4718,-0.1051,1.1239,0.1893,2.0081,0.1409
7729,12.6326,-0.0810,11.4222,-0.4136,3.0000,0.2785,13.4716,-0.0004,0.5000,0.1714,1.5458,-0.2752
7730,8.6231,-0.5413,3.4228,0.0266,8.8151,-0.2103,12.1779,-0.5001,2.6068,0.2293,2.5396,0.3959
7731,22.0212,0.1742,17.9157,0.3029,19.8523,0.1027,27.9834,-0.0050,6.6959,0.1353,6.2445,0.0170
7732,9.9521,-0.0313,2.0000,0.1237,12.3952,-0.1815,7.2167,-0.2956,1.8573,-0.0518,1.2967,0.3569
7733,5.7067,-0.1037,2.0000,-0.0301,5.4747,0.3355,8.3094,0.1478,1.4204,0.2120,0.7699,0.2059
7734,6.5791,0.0547,6.4720,0.0948,18.0272,-0.7705,7.2371,-0.1839,1.4535,0.0719,0.7474,0.2459
7735,11.7836,-0.2294,8.7686,-0.3913,11.5422,-0.4228,7.2805,-0.4787,0.5000,0.1837,2.2148,-0.0395
7736,8.4643,-0.0875,8.7829,0.1106,7.2034,-0.0582,4.5574,-0.3757,1.5786,0.3584,1.7988,-0.1030
7737,12.7454,-0.1696,5.7949,0.0050,13.5957,-0.3452,7.4842,-0.1822,3.6663,0.0557,2.0981,0.4627
7738,9.0805,-0.4735,14.5292,-0.1312,7.7268,0.2682,9.6309,0.0874,1.5466,0.2067,1.2169,0.1411
7739,7.5596,-0.0017,10.7861,-0.3946,7.6000,-0.4336,12.1067,0.1833,1.3129,0.0642,2.4834,-0.1215
7740,8.6157,0.6294,5.5980,0.1592,7.5964,-0.1059,3.5473,-0.3514,1.4109,-0.0578,2.8590,-0.3444
7741,13.9897,0.0070,10.4153,-0.1922,3.0000,0.9597,4.3693,-0.0862,1.5072,-0.0307,2.4949,-0.1268
7742,9.5275,-0.1933,8.2848,-0.2349,8.8342,0.2078,9.6552,0.1143,1.4525,0.2888,3.2313,0.6267
7743,13.1422,0.0142,5.6753,0.4980,13.6680,-0.4840,9.7325,-0.3335,3.0828,0.3469,1.7423,-0.1428
7744,14.6864,-0.2737,8.9178,0.0671,9.2727,0.6848,7.5083,-0.3869,1.9613,-0.0575,3.2390,-0.5897
7745,13.1226,-0.1492,10.2591,-0.2427,9.9482,0.4601,20.0684,-0.0693,1.5106,-0.1356,2.5119,-0.0844
7746,11.8228,-0.1065,4.5922,0.2402,11.3501,-0.2064,11.7985,0.6464,1.4998,-0.3752,2.6241,-0.0697
7747,16.0233,-0.1387,10.1528,-0.0120,21.8934,0.0845,3.0000,-0.2928,3.0824,-0.2085,3.3356,0.0195
7748,7.3121,-0.0735,11.2165,0.2905,11.6149,-0.3381,7.4500,0.0876,3.9083,-0.4471,3.3864,0.1011
7749,8.6277,0.1727,12.9574,-0.3796,13.1993,0.0435,9.2245,0.0652,4.3756,0.3735,4.0917,-0.1084
7750,6.2202,-0.1017,11.4750,0.0673,10.1329,0.0657,15.3940,0.0686,4.1816,-0.1298,3.1094,-0.1292
7751,4.0891,-0.0740,7.1709,-0.1335,3.0000,-0.0492,7.5031,-0.2532,0.9369,-0.3716,1.6329,0.0459
7752,8.2805,-0.4793,8.3797,-0.0348,15.6756,0.0913,3.8516,0.5762,3.9864,0.4750,0.5000,-0.1581
7753,9.2261,-0.3307,9.3441,0.3855,13.6222,0.2784,7.4574,-0.0995,3.2872,-0.3162,0.5000,-0.0479
7754,8.4736,0.0204,7.6787,0.1197,8.4912,-0.0523,10.1433,0.0507,1.9882,0.2143,1.6669,0.1126
7755,5.2104,0.2854,7.1053,-0.4918,8.3725,-0.4290,9.0232,-0.4870,0.5000,-0.2308,1.1978,-0.0530
7756,5.9658,-0.0471,6.9132,0.1234,6.2001,-0.1994,8.0516,-0.6394,2.9599,0.2417,0.8312,-0.5598
7757,8.8818,-0.0185,4.7658,-0.3590,10.2145,-0.0539,5.2909,0.3395,1.2022,0.1032,2.4818,0.0245
7758,4.4654,-0.3547,8.8334,-0.1539,3.0000,-0.1080,5.9568,-0.0913,1.3956,-0.2798,0.5000,-0.4980
7759,6.2400,-0.2052,5.2108,-0.1337,7.7800,0.1175,3.6339,0.0991,1.4489,-0.0423,0.5000,-0.1228
7760,10.4390,0.0596,2.9843,0.0579,7.2185,0.1553,3.0000,0.5949,1.7693,0.1966,0.5144,0.2994
7761,7.9932,0.3007,10.9949,0.0142,11.6264,-0.2298,12.7037,0.0159,1.6150,0.4597,3.0969,-0.2870
7762,7.4366,0.0503,9.4164,-0.1250,9.6731,-0.2198,8.8095,-0.2321,1.1527,-0.2430,2.8511,-0.0855
7763,11.5113,-0.0328,5.8671,-0.0532,11.7266,0.7172,5.5549,0.0727,3.2677,-0.2564,0.5000,0.3173
7764,5.1537,0.0646,8.7805,0.4145,12.9235,-0.0292,8.2577,-0.0987,3.6914,0.2086,2.8245,0.1289
7765,7.9889,-0.2527,10.6287,-0.0030,13.5417,0.3212,12.2638,0.4238,2.2217,-0.0396,2.5323,-0.1482
7766,7.2902,-0.2329,11.7496,-0.4546,16.3783,-0.5170,3.0000,-0.3603,4.3180,0.4458,1.5678,-0.0061
7767,13.8788,-0.0577,10.7524,-0.3166,11.5296,0.5899,10.0238,-0.5105,3.2906,-0.0508,3.3220,0.0315
7768,3.8906,-0.2888,8.7379,-0.2513,12.2926,-0.1056,11.6348,0.0393,2.6769,0.1633,1.5986,0.1191
7769,14.2671,0.1750,14.8208,0.5331,8.8537,-0.3745,3.0000,-0.0340,3.1215,0.2464,3.7335,-0.1857
7770,10.7888,0.2348,2.0000,-0.2470,9.5788,0.0355,9.2141,0.0628,0.9128,-0.0482,3.3583,0.0448
7771,13.6487,-0.0681,7.6822,-0.2321,15.1578,0.5685,8.8761,0.0915,0.7338,-0.0014,2.8689,-0.4201
7772,13.1726,0.1889,10.6506,0.0466,10.1705,0.5554,12.9549,0.1186,1.6675,0.2804,1.7177,0.3568
7773,6.7171,0.3718,11.8010,0.3744,14.0092,-0.0143,4.9912,-0.0836,0.5000,0.1427,1.5886,-0.0944
7774,9.3170,0.1008,5.9965,-0.0857,10.6091,-0.0261,3.0000,-0.0072,1.6937,0.3673,2.7143,-0.1444
7775,8.4672,0.2242,6.3790,-0.1703,11.5405,-0.3664,4.6884,-0.0484,2.1366,-0.1194,2.0046,-0.3757
7776,8.4059,-0.0190,8.7116,0.3407,5.6253,0.4547,4.9864,-0.4880,2.1567,-0.0173,2.2940,-0.3452
7777,17.9022,0.2251,14.6215,0.0161,23.6727,0.3330,30.8359,-0.2595,5.1516,-0.0291,7.3368,0.1158
7778,10.0542,-0.0313,6.1675,0.0541,7.7234,0.4047,12.3864,-0.2390,1.5231,-0.1898,2.3930,-0.5608
7779,6.5074,-0.1742,6.5915,0.2172,7.2967,-0.1844,5.2742,-0.1664,2.2149,0.1680,2.2518,0.0502
7780,5.3781,0.1734,5.7482,0.0306,11.8577,0.2780,13.3081,0.2153,1.6852,-0.1174,0.5000,0.0024
7781,10.1144,0.0549,3.8599,0.1805,7.3889,-0.1465,5.0102,-0.2434,2.2170,0.0684,1.2845,0.0704
7782,10.3533,0.1949,6.1002,-0.1129,12.2920,0.5078,12.0419,-0.7172,0.5000,0.1541,2.4337,0.0701
7783,8.1758,-0.1853,2.0527,-0.1543,4.4516,-0.2672,18.0817,0.0093,2.2043,0.2406,2.1548,-0.2450
7784,8.2475,0.0794,5.6256,0.0798,6.7240,-0.1122,14.7277,-0.2754,3.2485,-0.1938,3.6775,0.1761
7785,12.3181,0.2356,6.8292,0.2375,9.0648,0.1969,11.1182,-0.4185,0.5000,0.2725,1.5877,0.0891
7786,5.0141,-0.1115,10.0063,-0.0712,7.8871,-0.3553,7.1801,0.0695,2.1354,0.0942,1.3302,0.4008
7787,22.9886,0.2003,20.4469,-0.1495,21.9042,-0.0417,21.9246,-0.3820,4.8774,-0.0252,5.8705,-0.1331
7788,10.3153,0.3932,10.4966,0.4275,18.9322,-0.2962,3.4280,-0.2052,2.4384,0.3728,2.0668,0.0888
7789,5.4324,-0.1472,10.2118,0.1552,13.6720,-0.0960,6.7382,0.2382,4.1916,-0.1663,2.8070,0.0966
7790,10.6522,0.0664,14.5807,0.0402,9.7799,-0.2454,4.3786,0.0396,2.9099,-0.1248,3.3371,0.0536
7791,5.9452,0.4387,7.6070,-0.3482,9.2861,0.1000,6.3459,-0.0237,3.1408,-0.0105,3.1216,-0.3204
7792,8.3320,-0.3589,10.7545,0.1248,3.0000,0.1950,3.8890,-0.3626,1.5881,0.0950,1.7243,0.0678
7793,10.1675,0.1012,10.0935,-0.3001,8.2888,-0.0427,9.4831,-0.3354,2.6962,-0.2796,2.3303,-0.0662
7794,6.5882,0.1732,9.7518,0.2174,5.6456,0.4262,7.2568,0.1296,2.2743,0.2154,2.6289,0.0165
7795,2.8299,0.0051,8.1721,0.3826,10.1336,-0.0892,15.5518,0.1240,2.4952,0.1545,1.6949,-0.2657
7796,10.0904,0.5593,8.2446,0.3149,8.7524,-0.1861,8.5015,0.1683,3.8906,0.1820,2.5382,0.4417
7797,8.9051,0.1227,7.0208,0.3324,7.3732,-0.0736,20.0599,-0.4994,1.4411,0.5506,2.0529,0.0889
7798,7.5332,0.3362,4.5846,-0.1912,9.2438,-0.1490,9.6709,-0.8295,2.4821,-0.3015,3.1687,-0.2213
7799,8.5768,0.2084,4.9009,0.2282,6.3018,-0.4943,11.7837,0.1158,2.8426,0.0373,2.1527,-0.1783
7800,6.2113,0.3736,6.6247,-0.0941,6.1971,0.3459,9.2025,0.0828,3.3946,0.2196,1.0062,-0.0142
7801,4.0844,0.0440,7.0174,0.2826,12.1797,-0.3004,10.4720,-0.0105,3.2901,-0.6626,3.8387,-0.3725
7802,12.7824,-0.3263,6.5832,0.0622,10.8246,-0.0559,8.2327,-0.1880,1.0733,-0.0261,1.3511,-0.0939
7803,7.5655,0.1366,2.1783,-0.0612,6.5202,0.2005,11.2537,-0.2592,1.8513,0.1217,1.8499,0.1355
7804,5.9271,-0.4215,2.7371,-0.0741,13.2846,-0.0261,3.0000,0.0165,3.9682,-0.2291,3.2572,0.1824
7805,4.4138,-0.0834,5.0531,0.1156,9.3512,0.0449,8.3513,0.1666,1.2468,0.2722,1.7381,0.0176
7806,5.4495,-0.1166,12.5489,-0.1360,3.0000,-0.1079,3.0000,0.1589,0.5342,-0.5059,2.7519,-0.0541
7807,6.4336,-0.0970,4.5948,-0.3965,10.8042,0.2912,7.1105,0.1986,0.5000,0.2426,0.5000,0.3347
7808,8.8516,0.3161,10.7872,0.2719,9.7539,0.1281,9.8090,-0.0148,3.0291,0.0561,2.2613,0.4121
7809,12.4225,-0.0064,7.5392,-0.0833,14.2865,-0.3924,8.3481,-0.4775,3.6891,0.6154,3.9469,0.0937
7810,4.2594,0.5139,3.0144,0.3619,3.0000,0.3935,3.0000,-0.3743,1.0309,-0.3684,0.5000,-0.3399
7811,9.4684,-0.0162,8.8415,0.2573,25.1736,-0.1431,18.0006,0.0420,3.5349,-0.3220,1.0742,-0.5565
7812,11.1550,-0.5344,6.4536,0.0838,4.5434,0.2967,3.2647,-0.1010,3.5134,0.4526,2.2483,-0.4247
7813,7.3452,-0.1481,9.8058,0.3841,11.2848,0.0681,17.0561,-0.3949,2.3568,-0.0373,2.9105,0.1310
7814,7.2226,0.2127,9.5740,-0.1138,3.3411,-0.4098,9.0680,0.0933,3.4540,-0.2742,4.1804,-0.0275
7815,5.3583,-0.3369,4.0126,0.2159,7.2367,0.0181,8.8208,-0.0831,2.0783,0.1734,2.1101,0.4154
7816,15.1034,-0.0890,11.5873,0.0348,14.3965,0.1637,7.0464,-0.2310,3.3628,0.3447,2.7124,-0.1209
7817,11.0859,0.2041,6.6521,-0.4594,8.2622,0.1067,7.4777,0.3852,3.2579,0.1421,3.2593,0.2264
7818,7.5608,-0.0789,9.8380,-0.1016,4.2014,0.1775,3.3746,-0.5584,3.8353,0.2982,2.4861,-0.3004
7819,7.6158,-0.1387,9.6899,-0.2042,5.4929,-0.0614,4.6012,0.1260,1.9460,-0.4924,0.7932,-0.0550
7820,6.6355,0.3136,13.5064,-0.1523,13.5782,-0.5533,9.6617,-0.0504,3.4794,-0.0734,1.2401,0.0053
7821,10.1629,-0.0567,9.5432,-0.2236,8.7127,-0.2525,9.0653,0.4664,2.4952,0.4232,1.0840,-0.3936
7822,8.4931,-0.2606,10.2426,-0.4882,20.3291,0.2642,14.6933,-0.0749,3.5192,0.0309,1.7482,-0.6027
7823,5.3675,0.2084,4.2159,0.1021,7.3445,-0.0097,7.1608,0.2678,1.4941,-0.0207,1.7537,-0.0614
7824,5.9987,0.2842,12.0585,-0.1579,4.0244,0.2929,14.8798,-0.1460,0.8113,-0.2112,2.4264,-0.3473
7825,10.6373,0.0451,9.7744,-0.0331,10.7394,-0.0115,8.1316,0.2196,1.1403,0.5661,3.1852,-0.0790
7826,7.1565,-0.1449,6.4830,0.1646,3.0000,0.5071,6.9453,0.1230,3.4407,-0.0899,2.9301,-0.2157
7827,3.4590,-0.2218,10.4472,-0.0344,8.1357,-0.0165,3.0000,-0.0295,2.7692,0.2333,3.6363,0.0233
7828,7.0647,-0.1384,8.9027,0.1876,7.0205,0.1237,5.2326,0.2042,1.0826,-0.0121,2.9636,-0.0838
7829,5.0689,-0.3151,6.2287,0.1208,3.7583,0.4670,12.0258,-0.0343,1.3278,-0.3980,1.2735,-0.3458
7830,8.1103,-0.1231,2.0000,-0.0941,6.7584,-0.2770,14.6217,-0.2498,0.5000,0.0052,0.9379,-0.1841
7831,11.5589,0.1373,7.3718,0.0659,12.9371,0.0901,6.0744,0.2949,0.5000,-0.1367,1.3273,-0.3570
7832,2.1667,0.1842,7.1580,0.1908,10.3958,-0.1615,10.2421,-0.0752,0.7749,0.0569,1.3437,0.1521
7833,6.0909,0.0068,13.6365,-0.0554,18.2745,-0.4600,11.7963,-0.0336,2.0901,0.1098,2.1741,0.4285
7834,8.3039,0.0956,9.0952,0.1547,3.4378,0.0755,3.0000,0.0097,2.2134,-0.0755,1.6541,0.0537
7835,8.4122,-0.0588,5.1831,0.2121,4.0030,0.2192,7.9012,-0.2538,2.2740,-0.1384,4.6600,-0.1798
7836,12.0026,-0.1826,10.9889,-0.1083,7.1184,-0.2293,8.1873,0.3572,0.8896,0.1701,2.7818,-0.0125
7837,9.6960,-0.0856,6.8834,0.1707,10.7218,0.5002,15.9102,-0.0100,2.8002,0.5969,1.2860,-0.0282
7838,10.0907,0.2811,9.1946,-0.1022,3.0000,0.0171,17.2179,0.0847,2.0973,-0.1942,0.5663,0.2530
7839,10.8589,-0.5691,9.3223,0.1952,11.5654,-0.0231,8.1377,0.1541,2.3913,-0.0408,2.4856,-0.0242
7840,7.6084,-0.2866,7.1131,-0.2620,18.2923,-0.0385,5.8700,0.3394,3.0271,-0.1685,3.2276,0.0200
